"state","year","sales"
"Illinois",1997,50
"Illinois",1998,66.66
"Illinois",1999,83.34
"Illinois",2000,100
"Illinois",2001,100
"Illinois",2002,100
"Illinois",2003,100
"Illinois",2004,100
"Illinois",2005,100
"Illinois",2006,100
"Illinois",2007,100
"Illinois",2008,100
"Illinois",2009,100
"Illinois",2010,100
"Illinois",2011,100
"Illinois",2012,100
"Indiana",1985,33.34
"Indiana",1986,33.34
"Indiana",1987,33.34
"Indiana",1988,33.34
"Indiana",1989,33.34
"Indiana",1990,33.34
"Indiana",1991,33.34
"Indiana",1992,33.34
"Indiana",1993,33.34
"Indiana",1994,33.34
"Indiana",1995,33.34
"Indiana",1996,50
"Indiana",1997,50
"Indiana",1998,50
"Indiana",1999,50
"Indiana",2000,50
"Indiana",2001,50
"Indiana",2002,50
"Indiana",2003,50
"Indiana",2004,50
"Indiana",2005,50
"Indiana",2006,50
"Indiana",2007,60
"Indiana",2008,70
"Indiana",2009,80
"Indiana",2010,90
"Indiana",2011,100
"Indiana",2012,100
"Kansas",1985,33.34
"Kansas",1986,33.34
"Kansas",1987,33.34
"Kansas",1988,33.34
"Kansas",1989,33.34
"Kansas",1990,33.34
"Kansas",1991,33.34
"Kansas",1992,33.34
"Kansas",1993,33.34
"Kansas",1994,33.34
"Kansas",1995,33.34
"Kansas",1996,33.34
"Kansas",1997,33.34
"Kansas",1998,33.34
"Kansas",1999,33.34
"Kansas",2000,33.34
"Kansas",2001,33.34
"Kansas",2002,33.34
"Kansas",2003,33.34
"Kansas",2004,33.34
"Kansas",2005,33.34
"Kansas",2006,33.34
"Kansas",2007,33.34
"Kansas",2008,33.34
"Kansas",2009,33.34
"Kansas",2010,33.34
"Kansas",2011,33.34
"Kansas",2012,33.34
"Kentucky",1985,33.34
"Kentucky",1986,50
"Kentucky",1987,50
"Kentucky",1988,50
"Kentucky",1989,50
"Kentucky",1990,50
"Kentucky",1991,50
"Kentucky",1992,50
"Kentucky",1993,50
"Kentucky",1994,50
"Kentucky",1995,50
"Kentucky",1996,50
"Kentucky",1997,50
"Kentucky",1998,50
"Kentucky",1999,50
"Kentucky",2000,50
"Kentucky",2001,50
"Kentucky",2002,50
"Kentucky",2003,50
"Kentucky",2004,50
"Kentucky",2005,50
"Kentucky",2006,50
"Kentucky",2007,50
"Kentucky",2008,50
"Kentucky",2009,50
"Kentucky",2010,50
"Kentucky",2011,50
"Kentucky",2012,50
"Louisiana",1985,33.34
"Louisiana",1986,33.34
"Louisiana",1987,33.34
"Louisiana",1988,33.34
"Louisiana",1989,33.34
"Louisiana",1990,33.34
"Louisiana",1991,33.34
"Louisiana",1992,33.34
"Louisiana",1993,33.34
"Louisiana",1994,33.34
"Louisiana",1995,33.34
"Louisiana",1996,33.34
"Louisiana",1997,50
"Louisiana",1998,50
"Louisiana",1999,50
"Louisiana",2000,50
"Louisiana",2001,50
"Louisiana",2002,50
"Louisiana",2003,50
"Louisiana",2004,50
"Louisiana",2005,50
"Louisiana",2006,100
"Louisiana",2007,100
"Louisiana",2008,100
"Louisiana",2009,100
"Louisiana",2010,100
"Louisiana",2011,100
"Louisiana",2012,100
"Massachusetts",1985,50
"Massachusetts",1986,50
"Massachusetts",1987,50
"Massachusetts",1988,50
"Massachusetts",1989,50
"Massachusetts",1990,50
"Massachusetts",1991,50
"Massachusetts",1992,50
"Massachusetts",1993,50
"Massachusetts",1994,50
"Massachusetts",1995,50
"Massachusetts",1996,50
"Massachusetts",1997,50
"Massachusetts",1998,50
"Massachusetts",1999,50
"Massachusetts",2000,50
"Massachusetts",2001,50
"Massachusetts",2002,50
"Massachusetts",2003,50
"Massachusetts",2004,50
"Massachusetts",2005,50
"Massachusetts",2006,50
"Massachusetts",2007,50
"Massachusetts",2008,50
"Massachusetts",2009,50
"Massachusetts",2010,50
"Massachusetts",2011,50
"Massachusetts",2012,50
"Maryland",1985,33.34
"Maryland",1986,33.34
"Maryland",1987,33.34
"Maryland",1988,33.34
"Maryland",1989,33.34
"Maryland",1990,33.34
"Maryland",1991,33.34
"Maryland",1992,50
"Maryland",1993,50
"Maryland",1994,50
"Maryland",1995,50
"Maryland",1996,50
"Maryland",1997,50
"Maryland",1998,50
"Maryland",1999,50
"Maryland",2000,50
"Maryland",2001,50
"Maryland",2002,50
"Maryland",2003,50
"Maryland",2004,50
"Maryland",2005,50
"Maryland",2006,50
"Maryland",2007,50
"Maryland",2008,50
"Maryland",2009,50
"Maryland",2010,50
"Maryland",2011,50
"Maryland",2012,50
"Maine",1985,33.34
"Maine",1986,33.34
"Maine",1987,33.34
"Maine",1988,33.34
"Maine",1989,33.34
"Maine",1990,33.34
"Maine",1991,50
"Maine",1992,50
"Maine",1993,50
"Maine",1994,50
"Maine",1995,50
"Maine",1996,50
"Maine",1997,50
"Maine",1998,50
"Maine",1999,50
"Maine",2000,50
"Maine",2001,50
"Maine",2002,50
"Maine",2003,50
"Maine",2004,50
"Maine",2005,50
"Maine",2006,50
"Maine",2007,100
"Maine",2008,100
"Maine",2009,100
"Maine",2010,100
"Maine",2011,100
"Maine",2012,100
"Michigan",1985,33.34
"Michigan",1986,33.34
"Michigan",1987,33.34
"Michigan",1988,33.34
"Michigan",1989,33.34
"Michigan",1990,33.34
"Michigan",1991,50
"Michigan",1992,50
"Michigan",1993,50
"Michigan",1994,50
"Michigan",1995,50
"Michigan",1996,50
"Michigan",1997,80
"Michigan",1998,80
"Michigan",1999,90
"Michigan",2000,90
"Michigan",2001,90
"Michigan",2002,90
"Michigan",2003,90
"Michigan",2004,90
"Michigan",2005,90
"Michigan",2006,92.5
"Michigan",2007,92.5
"Michigan",2008,100
"Michigan",2009,100
"Michigan",2010,100
"Michigan",2011,100
"Michigan",2012,100
"Minnesota",1985,33.34
"Minnesota",1986,33.34
"Minnesota",1987,70
"Minnesota",1988,70
"Minnesota",1989,70
"Minnesota",1990,70
"Minnesota",1991,70
"Minnesota",1992,70
"Minnesota",1993,70
"Minnesota",1994,70
"Minnesota",1995,70
"Minnesota",1996,70
"Minnesota",1997,70
"Minnesota",1998,70
"Minnesota",1999,70
"Minnesota",2000,75
"Minnesota",2001,75
"Minnesota",2002,75
"Minnesota",2003,75
"Minnesota",2004,75
"Minnesota",2005,75
"Minnesota",2006,75
"Minnesota",2007,78
"Minnesota",2008,81
"Minnesota",2009,84
"Minnesota",2010,87
"Minnesota",2011,90
"Minnesota",2012,93
"Missouri",1985,33.34
"Missouri",1986,33.34
"Missouri",1987,33.34
"Missouri",1988,33.34
"Missouri",1989,33.34
"Missouri",1990,33.34
"Missouri",1991,33.34
"Missouri",1992,33.34
"Missouri",1993,33.34
"Missouri",1994,33.34
"Missouri",1995,33.34
"Missouri",1996,33.34
"Missouri",1997,33.34
"Missouri",1998,33.34
"Missouri",1999,33.34
"Missouri",2000,33.34
"Missouri",2001,33.34
"Missouri",2002,33.34
"Missouri",2003,33.34
"Missouri",2004,33.34
"Missouri",2005,33.34
"Missouri",2006,33.34
"Missouri",2007,33.34
"Missouri",2008,33.34
"Missouri",2009,33.34
"Missouri",2010,33.34
"Missouri",2011,33.34
"Missouri",2012,33.34
"Mississippi",1985,33.34
"Mississippi",1986,33.34
"Mississippi",1987,33.34
"Mississippi",1988,33.34
"Mississippi",1989,33.34
"Mississippi",1990,33.34
"Mississippi",1991,33.34
"Mississippi",1992,33.34
"Mississippi",1993,33.34
"Mississippi",1994,33.34
"Mississippi",1995,33.34
"Mississippi",1996,33.34
"Mississippi",1997,33.34
"Mississippi",1998,33.34
"Mississippi",1999,33.34
"Mississippi",2000,33.34
"Mississippi",2001,33.34
"Mississippi",2002,33.34
"Mississippi",2003,33.34
"Mississippi",2004,33.34
"Mississippi",2005,33.34
"Mississippi",2006,33.34
"Mississippi",2007,33.34
"Mississippi",2008,33.34
"Mississippi",2009,33.34
"Mississippi",2010,33.34
"Mississippi",2011,33.34
"Mississippi",2012,33.34
"Montana",1985,33.34
"Montana",1986,33.34
"Montana",1987,33.34
"Montana",1988,33.34
"Montana",1989,33.34
"Montana",1990,33.34
"Montana",1991,33.34
"Montana",1992,33.34
"Montana",1993,33.34
"Montana",1994,33.34
"Montana",1995,33.34
"Montana",1996,33.34
"Montana",1997,33.34
"Montana",1998,33.34
"Montana",1999,33.34
"Montana",2000,33.34
"Montana",2001,33.34
"Montana",2002,33.34
"Montana",2003,33.34
"Montana",2004,33.34
"Montana",2005,33.34
"Montana",2006,33.34
"Montana",2007,33.34
"Montana",2008,33.34
"Montana",2009,33.34
"Montana",2010,33.34
"Montana",2011,33.34
"Montana",2012,33.34
"North Carolina",1985,33.34
"North Carolina",1986,33.34
"North Carolina",1987,33.34
"North Carolina",1988,33.34
"North Carolina",1989,50
"North Carolina",1990,50
"North Carolina",1991,50
"North Carolina",1992,50
"North Carolina",1993,50
"North Carolina",1994,50
"North Carolina",1995,50
"North Carolina",1996,50
"North Carolina",1997,50
"North Carolina",1998,50
"North Carolina",1999,50
"North Carolina",2000,50
"North Carolina",2001,50
"North Carolina",2002,50
"North Carolina",2003,50
"North Carolina",2004,50
"North Carolina",2005,50
"North Carolina",2006,50
"North Carolina",2007,50
"North Carolina",2008,50
"North Carolina",2009,50
"North Carolina",2010,50
"North Carolina",2011,50
"North Carolina",2012,50
"North Dakota",1985,33.34
"North Dakota",1986,33.34
"North Dakota",1987,33.34
"North Dakota",1988,33.34
"North Dakota",1989,33.34
"North Dakota",1990,33.34
"North Dakota",1991,33.34
"North Dakota",1992,33.34
"North Dakota",1993,33.34
"North Dakota",1994,33.34
"North Dakota",1995,33.34
"North Dakota",1996,33.34
"North Dakota",1997,33.34
"North Dakota",1998,33.34
"North Dakota",1999,33.34
"North Dakota",2000,33.34
"North Dakota",2001,33.34
"North Dakota",2002,33.34
"North Dakota",2003,33.34
"North Dakota",2004,33.34
"North Dakota",2005,33.34
"North Dakota",2006,33.34
"North Dakota",2007,33.34
"North Dakota",2008,33.34
"North Dakota",2009,33.34
"North Dakota",2010,33.34
"North Dakota",2011,33.34
"North Dakota",2012,33.34
"Nebraska",1985,33.34
"Nebraska",1986,33.34
"Nebraska",1987,33.34
"Nebraska",1988,46.66
"Nebraska",1989,60
"Nebraska",1990,73.34
"Nebraska",1991,86.66
"Nebraska",1992,100
"Nebraska",1993,100
"Nebraska",1994,100
"Nebraska",1995,100
"Nebraska",1996,100
"Nebraska",1997,100
"Nebraska",1998,100
"Nebraska",1999,100
"Nebraska",2000,100
"Nebraska",2001,100
"Nebraska",2002,100
"Nebraska",2003,100
"Nebraska",2004,100
"Nebraska",2005,100
"Nebraska",2006,100
"Nebraska",2007,100
"Nebraska",2008,100
"Nebraska",2009,100
"Nebraska",2010,100
"Nebraska",2011,100
"Nebraska",2012,100
"New Hampshire",1985,33.34
"New Hampshire",1986,33.34
"New Hampshire",1987,33.34
"New Hampshire",1988,33.34
"New Hampshire",1989,33.34
"New Hampshire",1990,33.34
"New Hampshire",1991,33.34
"New Hampshire",1992,50
"New Hampshire",1993,50
"New Hampshire",1994,50
"New Hampshire",1995,50
"New Hampshire",1996,50
"New Hampshire",1997,50
"New Hampshire",1998,50
"New Hampshire",1999,50
"New Hampshire",2000,50
"New Hampshire",2001,50
"New Hampshire",2002,50
"New Hampshire",2003,50
"New Hampshire",2004,50
"New Hampshire",2005,50
"New Hampshire",2006,50
"New Hampshire",2007,50
"New Hampshire",2008,50
"New Hampshire",2009,50
"New Hampshire",2010,50
"New Hampshire",2011,50
"New Hampshire",2012,50
"New Jersey",1985,33.34
"New Jersey",1986,33.34
"New Jersey",1987,33.34
"New Jersey",1988,33.34
"New Jersey",1989,33.34
"New Jersey",1990,33.34
"New Jersey",1991,33.34
"New Jersey",1992,33.34
"New Jersey",1993,33.34
"New Jersey",1994,33.34
"New Jersey",1995,33.34
"New Jersey",1996,33.34
"New Jersey",1997,33.34
"New Jersey",1998,33.34
"New Jersey",1999,33.34
"New Jersey",2000,50
"New Jersey",2001,50
"New Jersey",2002,50
"New Jersey",2003,50
"New Jersey",2004,50
"New Jersey",2005,50
"New Jersey",2006,50
"New Jersey",2007,50
"New Jersey",2008,50
"New Jersey",2009,50
"New Jersey",2010,50
"New Jersey",2011,50
"New Jersey",2012,70
"New Mexico",1985,33.34
"New Mexico",1986,33.34
"New Mexico",1987,33.34
"New Mexico",1988,33.34
"New Mexico",1989,33.34
"New Mexico",1990,33.34
"New Mexico",1991,33.34
"New Mexico",1992,33.34
"New Mexico",1993,33.34
"New Mexico",1994,33.34
"New Mexico",1995,33.34
"New Mexico",1996,33.34
"New Mexico",1997,33.34
"New Mexico",1998,33.34
"New Mexico",1999,33.34
"New Mexico",2000,33.34
"New Mexico",2001,33.34
"New Mexico",2002,33.34
"New Mexico",2003,33.34
"New Mexico",2004,33.34
"New Mexico",2005,33.34
"New Mexico",2006,33.34
"New Mexico",2007,33.34
"New Mexico",2008,33.34
"New Mexico",2009,33.34
"New Mexico",2010,33.34
"New Mexico",2011,33.34
"New Mexico",2012,33.34
"Nevada",1985,NA
"Nevada",1986,NA
"Nevada",1987,NA
"Nevada",1988,NA
"Nevada",1989,NA
"Nevada",1990,NA
"Nevada",1991,NA
"Nevada",1992,NA
"Nevada",1993,NA
"Nevada",1994,NA
"Nevada",1995,NA
"Nevada",1996,NA
"Nevada",1997,NA
"Nevada",1998,NA
"Nevada",1999,NA
"Nevada",2000,NA
"Nevada",2001,NA
"Nevada",2002,NA
"Nevada",2003,NA
"Nevada",2004,NA
"Nevada",2005,NA
"Nevada",2006,NA
"Nevada",2007,NA
"Nevada",2008,NA
"Nevada",2009,NA
"Nevada",2010,NA
"Nevada",2011,NA
"Nevada",2012,NA
"New York",1985,50
"New York",1986,50
"New York",1987,50
"New York",1988,50
"New York",1989,50
"New York",1990,50
"New York",1991,50
"New York",1992,50
"New York",1993,50
"New York",1994,50
"New York",1995,50
"New York",1996,50
"New York",1997,50
"New York",1998,50
"New York",1999,50
"New York",2000,50
"New York",2001,50
"New York",2002,50
"New York",2003,50
"New York",2004,50
"New York",2005,50
"New York",2006,60
"New York",2007,100
"New York",2008,100
"New York",2009,100
"New York",2010,100
"New York",2011,100
"New York",2012,100
"Ohio",1985,50
"Ohio",1986,50
"Ohio",1987,50
"Ohio",1988,50
"Ohio",1989,50
"Ohio",1990,50
"Ohio",1991,50
"Ohio",1992,50
"Ohio",1993,50
"Ohio",1994,50
"Ohio",1995,50
"Ohio",1996,50
"Ohio",1997,50
"Ohio",1998,50
"Ohio",1999,60
"Ohio",2000,60
"Ohio",2001,60
"Ohio",2002,60
"Ohio",2003,60
"Ohio",2004,60
"Ohio",2005,60
"Ohio",2006,60
"Ohio",2007,60
"Ohio",2008,60
"Ohio",2009,60
"Ohio",2010,60
"Ohio",2011,60
"Ohio",2012,60
"Oklahoma",1985,33.34
"Oklahoma",1986,33.34
"Oklahoma",1987,33.34
"Oklahoma",1988,33.34
"Oklahoma",1989,33.34
"Oklahoma",1990,33.34
"Oklahoma",1991,33.34
"Oklahoma",1992,33.34
"Oklahoma",1993,33.34
"Oklahoma",1994,33.34
"Oklahoma",1995,33.34
"Oklahoma",1996,33.34
"Oklahoma",1997,33.34
"Oklahoma",1998,33.34
"Oklahoma",1999,33.34
"Oklahoma",2000,33.34
"Oklahoma",2001,33.34
"Oklahoma",2002,33.34
"Oklahoma",2003,33.34
"Oklahoma",2004,33.34
"Oklahoma",2005,33.34
"Oklahoma",2006,33.34
"Oklahoma",2007,33.34
"Oklahoma",2008,33.34
"Oklahoma",2009,33.34
"Oklahoma",2010,33.34
"Oklahoma",2011,33.34
"Oklahoma",2012,33.34
"Oregon",1985,33.34
"Oregon",1986,33.34
"Oregon",1987,33.34
"Oregon",1988,33.34
"Oregon",1989,33.34
"Oregon",1990,33.34
"Oregon",1991,50
"Oregon",1992,50
"Oregon",1993,50
"Oregon",1994,50
"Oregon",1995,50
"Oregon",1996,50
"Oregon",1997,50
"Oregon",1998,50
"Oregon",1999,50
"Oregon",2000,50
"Oregon",2001,50
"Oregon",2002,50
"Oregon",2003,50
"Oregon",2004,80
"Oregon",2005,80
"Oregon",2006,100
"Oregon",2007,100
"Oregon",2008,100
"Oregon",2009,100
"Oregon",2010,100
"Oregon",2011,100
"Oregon",2012,100
"Pennsylvania",1985,33.34
"Pennsylvania",1986,33.34
"Pennsylvania",1987,33.34
"Pennsylvania",1988,33.34
"Pennsylvania",1989,33.34
"Pennsylvania",1990,33.34
"Pennsylvania",1991,33.34
"Pennsylvania",1992,33.34
"Pennsylvania",1993,33.34
"Pennsylvania",1994,33.34
"Pennsylvania",1995,50
"Pennsylvania",1996,50
"Pennsylvania",1997,50
"Pennsylvania",1998,50
"Pennsylvania",1999,50
"Pennsylvania",2000,60
"Pennsylvania",2001,60
"Pennsylvania",2002,60
"Pennsylvania",2003,60
"Pennsylvania",2004,60
"Pennsylvania",2005,60
"Pennsylvania",2006,60
"Pennsylvania",2007,70
"Pennsylvania",2008,70
"Pennsylvania",2009,83
"Pennsylvania",2010,90
"Pennsylvania",2011,90
"Pennsylvania",2012,90
"Rhode Island",1985,33.34
"Rhode Island",1986,33.34
"Rhode Island",1987,33.34
"Rhode Island",1988,33.34
"Rhode Island",1989,33.34
"Rhode Island",1990,33.34
"Rhode Island",1991,33.34
"Rhode Island",1992,33.34
"Rhode Island",1993,33.34
"Rhode Island",1994,33.34
"Rhode Island",1995,33.34
"Rhode Island",1996,33.34
"Rhode Island",1997,33.34
"Rhode Island",1998,33.34
"Rhode Island",1999,33.34
"Rhode Island",2000,33.34
"Rhode Island",2001,33.34
"Rhode Island",2002,33.34
"Rhode Island",2003,33.34
"Rhode Island",2004,33.34
"Rhode Island",2005,33.34
"Rhode Island",2006,33.34
"Rhode Island",2007,33.34
"Rhode Island",2008,33.34
"Rhode Island",2009,33.34
"Rhode Island",2010,33.34
"Rhode Island",2011,33.34
"Rhode Island",2012,33.34
"South Carolina",1985,33.34
"South Carolina",1986,33.34
"South Carolina",1987,33.34
"South Carolina",1988,33.34
"South Carolina",1989,33.34
"South Carolina",1990,33.34
"South Carolina",1991,33.34
"South Carolina",1992,33.34
"South Carolina",1993,33.34
"South Carolina",1994,50
"South Carolina",1995,50
"South Carolina",1996,50
"South Carolina",1997,50
"South Carolina",1998,50
"South Carolina",1999,50
"South Carolina",2000,50
"South Carolina",2001,50
"South Carolina",2002,50
"South Carolina",2003,50
"South Carolina",2004,50
"South Carolina",2005,50
"South Carolina",2006,50
"South Carolina",2007,100
"South Carolina",2008,100
"South Carolina",2009,100
"South Carolina",2010,100
"South Carolina",2011,100
"South Carolina",2012,100
"South Dakota",1985,NA
"South Dakota",1986,NA
"South Dakota",1987,NA
"South Dakota",1988,NA
"South Dakota",1989,NA
"South Dakota",1990,NA
"South Dakota",1991,NA
"South Dakota",1992,NA
"South Dakota",1993,NA
"South Dakota",1994,NA
"South Dakota",1995,NA
"South Dakota",1996,NA
"South Dakota",1997,NA
