"state","year","sales"
"Louisiana",2007,50
"Louisiana",2008,50
"Louisiana",2009,50
"Louisiana",2010,50
"Louisiana",2011,50
"Louisiana",2012,50
"Louisiana",2013,50
"Louisiana",2014,50
"Louisiana",2015,50
"Louisiana",2016,100
"Louisiana",2017,100
"Louisiana",2018,100
"Louisiana",2019,100
"Louisiana",2020,100
"Louisiana",2021,100
"Louisiana",2022,100
"Louisiana",2023,100
"Maine",1985,33.34
"Maine",1986,33.34
"Maine",1987,33.34
"Maine",1988,33.34
"Maine",1989,33.34
"Maine",1990,33.34
"Maine",1991,50
"Maine",1992,50
"Maine",1993,50
"Maine",1994,50
"Maine",1995,50
"Maine",1996,50
"Maine",1997,50
"Maine",1998,50
"Maine",1999,50
"Maine",2000,50
"Maine",2001,50
"Maine",2002,50
"Maine",2003,50
"Maine",2004,50
"Maine",2005,50
"Maine",2006,50
"Maine",2007,100
"Maine",2008,100
"Maine",2009,100
"Maine",2010,100
"Maine",2011,100
"Maine",2012,100
"Maine",2013,100
"Maine",2014,100
"Maine",2015,100
"Maine",2016,100
"Maine",2017,100
"Maine",2018,100
"Maine",2019,100
"Maine",2020,100
"Maine",2021,100
"Maine",2022,100
"Maine",2023,100
"Maryland",1985,33.34
"Maryland",1986,33.34
"Maryland",1987,33.34
"Maryland",1988,33.34
"Maryland",1989,33.34
"Maryland",1990,33.34
"Maryland",1991,33.34
"Maryland",1992,50
"Maryland",1993,50
"Maryland",1994,50
"Maryland",1995,50
"Maryland",1996,50
"Maryland",1997,50
"Maryland",1998,50
"Maryland",1999,50
"Maryland",2000,50
"Maryland",2001,50
"Maryland",2002,50
"Maryland",2003,50
"Maryland",2004,50
"Maryland",2005,50
"Maryland",2006,50
"Maryland",2007,50
"Maryland",2008,50
"Maryland",2009,50
"Maryland",2010,50
"Maryland",2011,50
"Maryland",2012,50
"Maryland",2013,50
"Maryland",2014,50
"Maryland",2015,50
"Maryland",2016,50
"Maryland",2017,50
"Maryland",2018,60
"Maryland",2019,66.67
"Maryland",2020,71.43
"Maryland",2021,75
"Maryland",2022,100
"Maryland",2023,100
"Massachusetts",1985,50
"Massachusetts",1986,50
"Massachusetts",1987,50
"Massachusetts",1988,50
"Massachusetts",1989,50
"Massachusetts",1990,50
"Massachusetts",1991,50
"Massachusetts",1992,50
"Massachusetts",1993,50
"Massachusetts",1994,50
"Massachusetts",1995,50
"Massachusetts",1996,50
"Massachusetts",1997,50
"Massachusetts",1998,50
"Massachusetts",1999,50
"Massachusetts",2000,50
"Massachusetts",2001,50
"Massachusetts",2002,50
"Massachusetts",2003,50
"Massachusetts",2004,50
"Massachusetts",2005,50
"Massachusetts",2006,50
"Massachusetts",2007,50
"Massachusetts",2008,50
"Massachusetts",2009,50
"Massachusetts",2010,50
"Massachusetts",2011,50
"Massachusetts",2012,50
"Massachusetts",2013,50
"Massachusetts",2014,50
"Massachusetts",2015,50
"Massachusetts",2016,50
"Massachusetts",2017,50
"Massachusetts",2018,50
"Massachusetts",2019,50
"Massachusetts",2020,50
"Massachusetts",2021,50
"Massachusetts",2022,50
"Massachusetts",2023,50
"Michigan",1985,33.34
"Michigan",1986,33.34
"Michigan",1987,33.34
"Michigan",1988,33.34
"Michigan",1989,33.34
"Michigan",1990,33.34
"Michigan",1991,40
"Michigan",1992,40
"Michigan",1993,50
"Michigan",1994,50
"Michigan",1995,50
"Michigan",1996,50
"Michigan",1997,80
"Michigan",1998,80
"Michigan",1999,90
"Michigan",2000,90
"Michigan",2001,90
"Michigan",2002,90
"Michigan",2003,90
"Michigan",2004,90
"Michigan",2005,90
"Michigan",2006,92.5
"Michigan",2007,92.5
"Michigan",2008,100
"Michigan",2009,100
"Michigan",2010,100
"Michigan",2011,100
"Michigan",2012,100
"Michigan",2013,100
"Michigan",2014,100
"Michigan",2015,100
"Michigan",2016,100
"Michigan",2017,100
"Michigan",2018,100
"Michigan",2019,100
"Michigan",2020,100
"Michigan",2021,100
"Michigan",2022,100
"Michigan",2023,100
"Minnesota",1985,33.34
"Minnesota",1986,33.34
"Minnesota",1987,70
"Minnesota",1988,70
"Minnesota",1989,70
"Minnesota",1990,70
"Minnesota",1991,70
"Minnesota",1992,70
"Minnesota",1993,70
"Minnesota",1994,70
"Minnesota",1995,70
"Minnesota",1996,70
"Minnesota",1997,70
"Minnesota",1998,70
"Minnesota",1999,70
"Minnesota",2000,70
"Minnesota",2001,75
"Minnesota",2002,75
"Minnesota",2003,75
"Minnesota",2004,75
"Minnesota",2005,75
"Minnesota",2006,75
"Minnesota",2007,78
"Minnesota",2008,81
"Minnesota",2009,84
"Minnesota",2010,87
"Minnesota",2011,90
"Minnesota",2012,93
"Minnesota",2013,96
"Minnesota",2014,100
"Minnesota",2015,100
"Minnesota",2016,100
"Minnesota",2017,100
"Minnesota",2018,100
"Minnesota",2019,100
"Minnesota",2020,100
"Minnesota",2021,100
"Minnesota",2022,100
"Minnesota",2023,100
"Mississippi",1985,33.34
"Mississippi",1986,33.34
"Mississippi",1987,33.34
"Mississippi",1988,33.34
"Mississippi",1989,33.34
"Mississippi",1990,33.34
"Mississippi",1991,33.34
"Mississippi",1992,33.34
"Mississippi",1993,33.34
"Mississippi",1994,33.34
"Mississippi",1995,33.34
"Mississippi",1996,33.34
"Mississippi",1997,33.34
"Mississippi",1998,33.34
"Mississippi",1999,33.34
"Mississippi",2000,33.34
"Mississippi",2001,33.34
"Mississippi",2002,33.34
"Mississippi",2003,33.34
"Mississippi",2004,100
"Mississippi",2005,100
"Mississippi",2006,100
"Mississippi",2007,100
"Mississippi",2008,100
"Mississippi",2009,100
"Mississippi",2010,100
"Mississippi",2011,100
"Mississippi",2012,100
"Mississippi",2013,100
"Mississippi",2014,100
"Mississippi",2015,100
"Mississippi",2016,100
"Mississippi",2017,100
"Mississippi",2018,100
"Mississippi",2019,100
"Mississippi",2020,100
"Mississippi",2021,100
"Mississippi",2022,100
"Mississippi",2023,100
"Missouri",1985,33.34
"Missouri",1986,33.34
"Missouri",1987,33.34
"Missouri",1988,33.34
"Missouri",1989,33.34
"Missouri",1990,33.34
"Missouri",1991,33.34
"Missouri",1992,33.34
"Missouri",1993,33.34
"Missouri",1994,33.34
"Missouri",1995,33.34
"Missouri",1996,33.34
"Missouri",1997,33.34
"Missouri",1998,33.34
"Missouri",1999,100
"Missouri",2000,100
"Missouri",2001,100
"Missouri",2002,100
"Missouri",2003,100
"Missouri",2004,100
"Missouri",2005,100
"Missouri",2006,100
"Missouri",2007,100
"Missouri",2008,100
"Missouri",2009,100
"Missouri",2010,100
"Missouri",2011,100
"Missouri",2012,100
"Missouri",2013,100
"Missouri",2014,100
"Missouri",2015,100
"Missouri",2016,100
"Missouri",2017,100
"Missouri",2018,100
"Missouri",2019,100
"Missouri",2020,100
"Missouri",2021,100
"Missouri",2022,100
"Missouri",2023,100
"Montana",1985,33.34
"Montana",1986,33.34
"Montana",1987,33.34
"Montana",1988,33.34
"Montana",1989,33.34
"Montana",1990,33.34
"Montana",1991,33.34
"Montana",1992,33.34
"Montana",1993,33.34
"Montana",1994,33.34
"Montana",1995,33.34
"Montana",1996,33.34
"Montana",1997,33.34
"Montana",1998,33.34
"Montana",1999,33.34
"Montana",2000,33.34
"Montana",2001,33.34
"Montana",2002,33.34
"Montana",2003,33.34
"Montana",2004,33.34
"Montana",2005,33.34
"Montana",2006,33.34
"Montana",2007,33.34
"Montana",2008,33.34
"Montana",2009,33.34
"Montana",2010,33.34
"Montana",2011,33.34
"Montana",2012,33.34
"Montana",2013,33.34
"Montana",2014,33.34
"Montana",2015,33.34
"Montana",2016,33.34
"Montana",2017,33.34
"Montana",2018,33.34
"Montana",2019,33.34
"Montana",2020,33.34
"Montana",2021,33.34
"Montana",2022,50
"Montana",2023,50
"Nebraska",1985,33.34
"Nebraska",1986,33.34
"Nebraska",1987,33.34
"Nebraska",1988,46.67
"Nebraska",1989,60
"Nebraska",1990,73.33
"Nebraska",1991,86.67
"Nebraska",1992,100
"Nebraska",1993,100
"Nebraska",1994,100
"Nebraska",1995,100
"Nebraska",1996,100
"Nebraska",1997,100
"Nebraska",1998,100
"Nebraska",1999,100
"Nebraska",2000,100
"Nebraska",2001,100
"Nebraska",2002,100
"Nebraska",2003,100
"Nebraska",2004,100
"Nebraska",2005,100
"Nebraska",2006,100
"Nebraska",2007,100
"Nebraska",2008,100
"Nebraska",2009,100
"Nebraska",2010,100
"Nebraska",2011,100
"Nebraska",2012,100
"Nebraska",2013,100
"Nebraska",2014,100
"Nebraska",2015,100
"Nebraska",2016,100
"Nebraska",2017,100
"Nebraska",2018,100
"Nebraska",2019,100
"Nebraska",2020,100
"Nebraska",2021,100
"Nebraska",2022,100
"Nebraska",2023,100
"Nevada",1985,NA
"Nevada",1986,NA
"Nevada",1987,NA
"Nevada",1988,NA
"Nevada",1989,NA
"Nevada",1990,NA
"Nevada",1991,NA
"Nevada",1992,NA
"Nevada",1993,NA
"Nevada",1994,NA
"Nevada",1995,NA
"Nevada",1996,NA
"Nevada",1997,NA
"Nevada",1998,NA
"Nevada",1999,NA
"Nevada",2000,NA
"Nevada",2001,NA
"Nevada",2002,NA
"Nevada",2003,NA
"Nevada",2004,NA
"Nevada",2005,NA
"Nevada",2006,NA
"Nevada",2007,NA
"Nevada",2008,NA
"Nevada",2009,NA
"Nevada",2010,NA
"Nevada",2011,NA
"Nevada",2012,NA
"Nevada",2013,NA
"Nevada",2014,NA
"Nevada",2015,NA
"Nevada",2016,NA
"Nevada",2017,NA
"Nevada",2018,NA
"Nevada",2019,NA
"Nevada",2020,NA
"Nevada",2021,NA
"Nevada",2022,NA
"Nevada",2023,NA
"New Hampshire",1985,33.34
"New Hampshire",1986,33.34
"New Hampshire",1987,33.34
"New Hampshire",1988,33.34
"New Hampshire",1989,33.34
"New Hampshire",1990,33.34
"New Hampshire",1991,33.34
"New Hampshire",1992,50
"New Hampshire",1993,50
"New Hampshire",1994,50
"New Hampshire",1995,50
"New Hampshire",1996,50
"New Hampshire",1997,50
"New Hampshire",1998,50
"New Hampshire",1999,50
"New Hampshire",2000,50
"New Hampshire",2001,50
"New Hampshire",2002,50
"New Hampshire",2003,50
"New Hampshire",2004,50
"New Hampshire",2005,50
"New Hampshire",2006,50
"New Hampshire",2007,50
"New Hampshire",2008,50
"New Hampshire",2009,50
"New Hampshire",2010,50
"New Hampshire",2011,50
"New Hampshire",2012,50
"New Hampshire",2013,50
"New Hampshire",2014,50
"New Hampshire",2015,50
"New Hampshire",2016,50
"New Hampshire",2017,50
"New Hampshire",2018,50
"New Hampshire",2019,50
"New Hampshire",2020,50
"New Hampshire",2021,50
"New Hampshire",2022,100
"New Hampshire",2023,100
"New Jersey",1985,33.34
"New Jersey",1986,33.34
"New Jersey",1987,33.34
"New Jersey",1988,33.34
"New Jersey",1989,33.34
"New Jersey",1990,33.34
"New Jersey",1991,33.34
"New Jersey",1992,33.34
"New Jersey",1993,33.34
"New Jersey",1994,33.34
"New Jersey",1995,33.34
"New Jersey",1996,33.34
"New Jersey",1997,50
"New Jersey",1998,50
"New Jersey",1999,50
"New Jersey",2000,50
"New Jersey",2001,50
"New Jersey",2002,50
"New Jersey",2003,50
"New Jersey",2004,50
"New Jersey",2005,50
"New Jersey",2006,50
"New Jersey",2007,50
"New Jersey",2008,50
"New Jersey",2009,50
"New Jersey",2010,50
"New Jersey",2011,50
"New Jersey",2012,70
"New Jersey",2013,90
"New Jersey",2014,100
"New Jersey",2015,100
"New Jersey",2016,100
"New Jersey",2017,100
"New Jersey",2018,100
"New Jersey",2019,100
"New Jersey",2020,100
"New Jersey",2021,100
"New Jersey",2022,100
"New Jersey",2023,100
"New Mexico",1985,33.34
"New Mexico",1986,33.34
"New Mexico",1987,33.34
"New Mexico",1988,33.34
"New Mexico",1989,33.34
"New Mexico",1990,33.34
"New Mexico",1991,33.34
"New Mexico",1992,33.34
"New Mexico",1993,33.34
"New Mexico",1994,33.34
"New Mexico",1995,33.34
"New Mexico",1996,33.34
"New Mexico",1997,33.34
"New Mexico",1998,33.34
"New Mexico",1999,33.34
"New Mexico",2000,33.34
"New Mexico",2001,33.34
"New Mexico",2002,33.34
"New Mexico",2003,33.34
"New Mexico",2004,33.34
"New Mexico",2005,33.34
"New Mexico",2006,33.34
"New Mexico",2007,33.34
"New Mexico",2008,33.34
"New Mexico",2009,33.34
"New Mexico",2010,33.34
"New Mexico",2011,33.34
"New Mexico",2012,33.34
"New Mexico",2013,33.34
"New Mexico",2014,33.34
"New Mexico",2015,33.34
"New Mexico",2016,33.34
"New Mexico",2017,33.34
"New Mexico",2018,33.34
"New Mexico",2019,33.34
"New Mexico",2020,33.34
"New Mexico",2021,33.34
"New Mexico",2022,33.34
"New Mexico",2023,33.34
"New York",1985,50
"New York",1986,50
"New York",1987,50
"New York",1988,50
"New York",1989,50
"New York",1990,50
"New York",1991,50
"New York",1992,50
"New York",1993,50
"New York",1994,50
"New York",1995,50
"New York",1996,50
"New York",1997,50
"New York",1998,50
"New York",1999,50
"New York",2000,50
"New York",2001,50
"New York",2002,50
"New York",2003,50
"New York",2004,50
"New York",2005,50
"New York",2006,50
"New York",2007,80
"New York",2008,100
"New York",2009,100
"New York",2010,100
"New York",2011,100
"New York",2012,100
"New York",2013,100
"New York",2014,100
"New York",2015,100
"New York",2016,100
"New York",2017,100
"New York",2018,100
"New York",2019,100
"New York",2020,100
"New York",2021,100
"New York",2022,100
"New York",2023,100
"North Carolina",1985,33.34
"North Carolina",1986,33.34
"North Carolina",1987,33.34
"North Carolina",1988,33.34
"North Carolina",1989,50
"North Carolina",1990,50
"North Carolina",1991,50
"North Carolina",1992,50
"North Carolina",1993,50
"North Carolina",1994,50
"North Carolina",1995,50
"North Carolina",1996,50
"North Carolina",1997,50
"North Carolina",1998,50
"North Carolina",1999,50
"North Carolina",2000,50
"North Carolina",2001,50
"North Carolina",2002,50
"North Carolina",2003,50
"North Carolina",2004,50
"North Carolina",2005,50
"North Carolina",2006,50
"North Carolina",2007,50
"North Carolina",2008,50
"North Carolina",2009,50
"North Carolina",2010,50
"North Carolina",2011,50
"North Carolina",2012,50
"North Carolina",2013,50
"North Carolina",2014,50
"North Carolina",2015,50
"North Carolina",2016,60
"North Carolina",2017,66.67
"North Carolina",2018,100
"North Carolina",2019,100
"North Carolina",2020,100
"North Carolina",2021,100
"North Carolina",2022,100
"North Carolina",2023,100
"North Dakota",1985,33.34
"North Dakota",1986,33.34
"North Dakota",1987,33.34
"North Dakota",1988,33.34
"North Dakota",1989,33.34
"North Dakota",1990,33.34
"North Dakota",1991,33.34
"North Dakota",1992,33.34
"North Dakota",1993,33.34
"North Dakota",1994,33.34
"North Dakota",1995,33.34
"North Dakota",1996,33.34
"North Dakota",1997,33.34
"North Dakota",1998,33.34
"North Dakota",1999,33.34
"North Dakota",2000,33.34
"North Dakota",2001,33.34
"North Dakota",2002,33.34
"North Dakota",2003,33.34
"North Dakota",2004,33.34
"North Dakota",2005,33.34
"North Dakota",2006,33.34
"North Dakota",2007,33.34
"North Dakota",2008,33.34
"North Dakota",2009,33.34
"North Dakota",2010,33.34
"North Dakota",2011,33.34
"North Dakota",2012,33.34
"North Dakota",2013,33.34
"North Dakota",2014,33.34
"North Dakota",2015,33.34
"North Dakota",2016,50
"North Dakota",2017,50
"North Dakota",2018,60
"North Dakota",2019,100
"North Dakota",2020,100
"North Dakota",2021,100
"North Dakota",2022,100
"North Dakota",2023,100
"Ohio",1985,50
"Ohio",1986,50
"Ohio",1987,50
"Ohio",1988,50
"Ohio",1989,50
"Ohio",1990,50
"Ohio",1991,50
"Ohio",1992,50
"Ohio",1993,50
"Ohio",1994,50
"Ohio",1995,50
"Ohio",1996,50
"Ohio",1997,50
"Ohio",1998,50
"Ohio",1999,60
"Ohio",2000,60
"Ohio",2001,60
"Ohio",2002,60
"Ohio",2003,60
"Ohio",2004,60
"Ohio",2005,60
"Ohio",2006,60
"Ohio",2007,60
"Ohio",2008,60
"Ohio",2009,60
"Ohio",2010,60
"Ohio",2011,60
"Ohio",2012,60
"Ohio",2013,60
"Ohio",2014,NA
"Ohio",2015,NA
"Ohio",2016,NA
"Ohio",2017,NA
"Ohio",2018,NA
"Ohio",2019,NA
"Ohio",2020,NA
"Ohio",2021,NA
"Ohio",2022,NA
"Ohio",2023,NA
"Oklahoma",1985,33.34
"Oklahoma",1986,33.34
"Oklahoma",1987,33.34
"Oklahoma",1988,33.34
"Oklahoma",1989,33.34
"Oklahoma",1990,33.34
"Oklahoma",1991,33.34
"Oklahoma",1992,33.34
"Oklahoma",1993,33.34
"Oklahoma",1994,33.34
"Oklahoma",1995,33.34
"Oklahoma",1996,33.34
"Oklahoma",1997,33.34
"Oklahoma",1998,33.34
"Oklahoma",1999,33.34
"Oklahoma",2000,33.34
"Oklahoma",2001,33.34
"Oklahoma",2002,33.34
"Oklahoma",2003,33.34
"Oklahoma",2004,33.34
"Oklahoma",2005,33.34
"Oklahoma",2006,33.34
"Oklahoma",2007,33.34
"Oklahoma",2008,33.34
"Oklahoma",2009,33.34
"Oklahoma",2010,33.34
"Oklahoma",2011,33.34
"Oklahoma",2012,33.34
"Oklahoma",2013,33.34
"Oklahoma",2014,33.34
"Oklahoma",2015,33.34
"Oklahoma",2016,33.34
"Oklahoma",2017,33.34
"Oklahoma",2018,33.34
"Oklahoma",2019,33.34
"Oklahoma",2020,33.34
"Oklahoma",2021,33.34
"Oklahoma",2022,33.34
"Oklahoma",2023,33.34
"Oregon",1985,33.34
"Oregon",1986,33.34
"Oregon",1987,33.34
"Oregon",1988,33.34
"Oregon",1989,33.34
"Oregon",1990,33.34
"Oregon",1991,50
"Oregon",1992,50
"Oregon",1993,50
"Oregon",1994,50
"Oregon",1995,50
"Oregon",1996,50
"Oregon",1997,50
"Oregon",1998,50
"Oregon",1999,50
"Oregon",2000,50
"Oregon",2001,50
"Oregon",2002,50
"Oregon",2003,50
"Oregon",2004,80
"Oregon",2005,80
"Oregon",2006,100
"Oregon",2007,100
"Oregon",2008,100
"Oregon",2009,100
"Oregon",2010,100
"Oregon",2011,100
"Oregon",2012,100
"Oregon",2013,100
"Oregon",2014,100
"Oregon",2015,100
"Oregon",2016,100
"Oregon",2017,100
"Oregon",2018,100
"Oregon",2019,100
"Oregon",2020,100
"Oregon",2021,100
"Oregon",2022,100
"Oregon",2023,100
"Pennsylvania",1985,33.34
"Pennsylvania",1986,33.34
"Pennsylvania",1987,33.34
"Pennsylvania",1988,33.34
"Pennsylvania",1989,33.34
"Pennsylvania",1990,33.34
"Pennsylvania",1991,33.34
"Pennsylvania",1992,33.34
"Pennsylvania",1993,33.34
"Pennsylvania",1994,33.34
"Pennsylvania",1995,50
"Pennsylvania",1996,50
"Pennsylvania",1997,50
"Pennsylvania",1998,50
"Pennsylvania",1999,50
"Pennsylvania",2000,60
"Pennsylvania",2001,60
"Pennsylvania",2002,60
"Pennsylvania",2003,60
"Pennsylvania",2004,60
"Pennsylvania",2005,60
"Pennsylvania",2006,60
"Pennsylvania",2007,70
"Pennsylvania",2008,70
"Pennsylvania",2009,83
"Pennsylvania",2010,90
"Pennsylvania",2011,90
"Pennsylvania",2012,90
"Pennsylvania",2013,100
"Pennsylvania",2014,100
"Pennsylvania",2015,100
"Pennsylvania",2016,100
"Pennsylvania",2017,100
"Pennsylvania",2018,100
"Pennsylvania",2019,100
"Pennsylvania",2020,100
"Pennsylvania",2021,100
"Pennsylvania",2022,100
"Pennsylvania",2023,100
"Rhode Island",1985,33.34
"Rhode Island",1986,33.34
"Rhode Island",1987,33.34
"Rhode Island",1988,33.34
"Rhode Island",1989,33.34
"Rhode Island",1990,33.34
"Rhode Island",1991,33.34
"Rhode Island",1992,33.34
"Rhode Island",1993,33.34
"Rhode Island",1994,33.34
"Rhode Island",1995,33.34
"Rhode Island",1996,33.34
"Rhode Island",1997,33.34
"Rhode Island",1998,33.34
"Rhode Island",1999,33.34
"Rhode Island",2000,33.34
"Rhode Island",2001,33.34
"Rhode Island",2002,33.34
"Rhode Island",2003,33.34
"Rhode Island",2004,33.34
"Rhode Island",2005,33.34
"Rhode Island",2006,33.34
"Rhode Island",2007,33.34
"Rhode Island",2008,33.34
"Rhode Island",2009,33.34
"Rhode Island",2010,33.34
"Rhode Island",2011,33.34
"Rhode Island",2012,33.34
"Rhode Island",2013,33.34
"Rhode Island",2014,33.34
"Rhode Island",2015,100
"Rhode Island",2016,100
"Rhode Island",2017,100
"Rhode Island",2018,100
"Rhode Island",2019,100
"Rhode Island",2020,100
"Rhode Island",2021,100
"Rhode Island",2022,100
"Rhode Island",2023,100
"South Carolina",1985,33.34
"South Carolina",1986,33.34
"South Carolina",1987,33.34
"South Carolina",1988,33.34
"South Carolina",1989,33.34
"South Carolina",1990,33.34
"South Carolina",1991,33.34
"South Carolina",1992,33.34
"South Carolina",1993,33.34
"South Carolina",1994,50
"South Carolina",1995,50
"South Carolina",1996,50
"South Carolina",1997,50
"South Carolina",1998,50
"South Carolina",1999,50
"South Carolina",2000,50
"South Carolina",2001,50
"South Carolina",2002,50
"South Carolina",2003,50
"South Carolina",2004,50
"South Carolina",2005,50
"South Carolina",2006,50
"South Carolina",2007,100
"South Carolina",2008,100
"South Carolina",2009,100
"South Carolina",2010,100
"South Carolina",2011,100
"South Carolina",2012,100
"South Carolina",2013,100
"South Carolina",2014,100
"South Carolina",2015,100
"South Carolina",2016,100
"South Carolina",2017,100
"South Carolina",2018,100
"South Carolina",2019,100
"South Carolina",2020,100
"South Carolina",2021,100
"South Carolina",2022,100
"South Carolina",2023,100
"South Dakota",1985,NA
"South Dakota",1986,NA
"South Dakota",1987,NA
"South Dakota",1988,NA
"South Dakota",1989,NA
"South Dakota",1990,NA
"South Dakota",1991,NA
"South Dakota",1992,NA
"South Dakota",1993,NA
"South Dakota",1994,NA
"South Dakota",1995,NA
"South Dakota",1996,NA
"South Dakota",1997,NA
"South Dakota",1998,NA
"South Dakota",1999,NA
"South Dakota",2000,NA
"South Dakota",2001,NA
"South Dakota",2002,NA
"South Dakota",2003,NA
"South Dakota",2004,NA
"South Dakota",2005,NA
"South Dakota",2006,NA
"South Dakota",2007,NA
"South Dakota",2008,NA
"South Dakota",2009,NA
"South Dakota",2010,NA
"South Dakota",2011,NA
"South Dakota",2012,NA
"South Dakota",2013,NA
"South Dakota",2014,NA
"South Dakota",2015,NA
"South Dakota",2016,NA
"South Dakota",2017,NA
"South Dakota",2018,NA
"South Dakota",2019,NA
"South Dakota",2020,NA
"South Dakota",2021,NA
"South Dakota",2022,NA
"South Dakota",2023,NA
"Tennessee",1985,33.34
"Tennessee",1986,33.34
"Tennessee",1987,33.34
"Tennessee",1988,33.34
"Tennessee",1989,33.34
"Tennessee",1990,33.34
"Tennessee",1991,33.34
"Tennessee",1992,33.34
"Tennessee",1993,33.34
"Tennessee",1994,33.34
"Tennessee",1995,33.34
"Tennessee",1996,33.34
"Tennessee",1997,50
"Tennessee",1998,50
"Tennessee",1999,50
"Tennessee",2000,50
"Tennessee",2001,50
"Tennessee",2002,50
"Tennessee",2003,50
"Tennessee",2004,50
"Tennessee",2005,50
"Tennessee",2006,50
"Tennessee",2007,50
"Tennessee",2008,50
"Tennessee",2009,50
"Tennessee",2010,50
"Tennessee",2011,50
"Tennessee",2012,50
"Tennessee",2013,50
"Tennessee",2014,50
"Tennessee",2015,50
"Tennessee",2016,50
"Tennessee",2017,50
"Tennessee",2018,100
"Tennessee",2019,100
"Tennessee",2020,100
"Tennessee",2021,100
"Tennessee",2022,100
"Tennessee",2023,100
"Texas",1985,NA
"Texas",1986,NA
"Texas",1987,NA
"Texas",1988,NA
"Texas",1989,NA
"Texas",1990,NA
"Texas",1991,NA
"Texas",1992,NA
"Texas",1993,NA
"Texas",1994,NA
"Texas",1995,NA
"Texas",1996,NA
"Texas",1997,NA
"Texas",1998,NA
"Texas",1999,NA
"Texas",2000,NA
"Texas",2001,NA
"Texas",2002,NA
"Texas",2003,NA
"Texas",2004,NA
"Texas",2005,NA
"Texas",2006,NA
"Texas",2007,NA
"Texas",2008,NA
"Texas",2009,NA
"Texas",2010,NA
"Texas",2011,NA
"Texas",2012,NA
"Texas",2013,NA
"Texas",2014,NA
"Texas",2015,NA
"Texas",2016,NA
"Texas",2017,NA
"Texas",2018,NA
"Texas",2019,NA
"Texas",2020,NA
"Texas",2021,NA
"Texas",2022,NA
"Texas",2023,NA
"Utah",1985,33.34
"Utah",1986,33.34
"Utah",1987,33.34
"Utah",1988,33.34
"Utah",1989,33.34
"Utah",1990,33.34
"Utah",1991,33.34
"Utah",1992,33.34
"Utah",1993,33.34
"Utah",1994,33.34
"Utah",1995,33.34
"Utah",1996,33.34
"Utah",1997,33.34
"Utah",1998,33.34
"Utah",1999,33.34
"Utah",2000,33.34
"Utah",2001,33.34
"Utah",2002,33.34
"Utah",2003,33.34
"Utah",2004,33.34
"Utah",2005,33.34
"Utah",2006,50
"Utah",2007,50
"Utah",2008,50
"Utah",2009,50
"Utah",2010,50
"Utah",2011,66.66
"Utah",2012,83.34
"Utah",2013,100
"Utah",2014,100
"Utah",2015,100
"Utah",2016,100
"Utah",2017,100
"Utah",2018,100
"Utah",2019,100
"Utah",2020,100
"Utah",2021,100
"Utah",2022,100
"Utah",2023,100
"Vermont",1985,33.34
"Vermont",1986,33.34
"Vermont",1987,33.34
"Vermont",1988,33.34
"Vermont",1989,33.34
"Vermont",1990,33.34
"Vermont",1991,33.34
"Vermont",1992,33.34
"Vermont",1993,33.34
"Vermont",1994,33.34
"Vermont",1995,33.34
"Vermont",1996,33.34
"Vermont",1997,33.34
"Vermont",1998,33.34
"Vermont",1999,33.34
"Vermont",2000,33.34
"Vermont",2001,33.34
"Vermont",2002,33.34
"Vermont",2003,33.34
"Vermont",2004,33.34
"Vermont",2005,33.34
"Vermont",2006,50
"Vermont",2007,50
"Vermont",2008,50
"Vermont",2009,50
"Vermont",2010,50
"Vermont",2011,50
"Vermont",2012,50
"Vermont",2013,50
"Vermont",2014,50
"Vermont",2015,50
"Vermont",2016,50
"Vermont",2017,50
"Vermont",2018,50
"Vermont",2019,50
"Vermont",2020,50
"Vermont",2021,50
"Vermont",2022,50
"Vermont",2023,100
"Virginia",1985,33.34
"Virginia",1986,33.34
"Virginia",1987,33.34
"Virginia",1988,33.34
"Virginia",1989,33.34
"Virginia",1990,33.34
"Virginia",1991,33.34
"Virginia",1992,33.34
"Virginia",1993,33.34
"Virginia",1994,33.34
"Virginia",1995,33.34
"Virginia",1996,33.34
"Virginia",1997,33.34
"Virginia",1998,33.34
"Virginia",1999,33.34
"Virginia",2000,50
"Virginia",2001,50
"Virginia",2002,50
"Virginia",2003,50
"Virginia",2004,50
"Virginia",2005,50
"Virginia",2006,50
"Virginia",2007,50
"Virginia",2008,50
"Virginia",2009,50
"Virginia",2010,50
"Virginia",2011,50
"Virginia",2012,50
"Virginia",2013,50
"Virginia",2014,50
"Virginia",2015,50
"Virginia",2016,50
"Virginia",2017,50
"Virginia",2018,50
"Virginia",2019,50
"Virginia",2020,50
"Virginia",2021,50
"Virginia",2022,50
"Virginia",2023,50
"Washington",1985,NA
"Washington",1986,NA
"Washington",1987,NA
"Washington",1988,NA
"Washington",1989,NA
"Washington",1990,NA
"Washington",1991,NA
"Washington",1992,NA
"Washington",1993,NA
"Washington",1994,NA
"Washington",1995,NA
"Washington",1996,NA
"Washington",1997,NA
"Washington",1998,NA
"Washington",1999,NA
"Washington",2000,NA
"Washington",2001,NA
"Washington",2002,NA
"Washington",2003,NA
"Washington",2004,NA
"Washington",2005,NA
"Washington",2006,NA
"Washington",2007,NA
"Washington",2008,NA
"Washington",2009,NA
"Washington",2010,NA
"Washington",2011,NA
"Washington",2012,NA
"Washington",2013,NA
"Washington",2014,NA
"Washington",2015,NA
